Conformer,RMSD
1,1.2880668869775505
2,1.2880668869775505
3,1.2880668869775505
4,1.2880668869775505
5,1.2880668869775505
6,1.2880668869775505
7,1.2880668869775505
8,1.2880668869775505
9,1.2880668869775505
10,1.2880668869775505
11,1.2880668869775505
12,1.2880668869775505
13,1.2880668869775505
14,1.2880668869775505
15,1.2880668869775505
16,1.2880668869775505
17,1.2880668869775505
18,1.2880668869775505
19,1.2880668869775505
20,1.2880668869775505
21,1.2880668869775505
22,1.2880668869775505
23,1.2880668869775505
24,1.2880668869775505
25,1.2880668869775505
26,1.2880668869775505
27,1.2880668869775505
28,1.2880668869775505
29,1.2880668869775505
30,1.2880668869775505
31,1.2880668869775505
32,1.2880668869775505
33,1.2880668869775505
34,1.2880668869775505
35,1.2880668869775505
36,1.2880668869775505
37,1.2880668869775505
38,1.2880668869775505
39,1.2880668869775505
40,1.2880668869775505
41,1.2880668869775505
42,1.2880668869775505
43,1.2880668869775505
44,1.2880668869775505
45,1.2880668869775505
46,1.2880668869775505
47,1.2880668869775505
48,1.2880668869775505
49,1.2880668869775505
50,1.2880668869775505
51,1.2880668869775505
52,1.2880668869775505
53,1.2880668869775505
54,1.2880668869775505
55,1.2880668869775505
56,1.2880668869775505
57,1.2880668869775505
58,1.2880668869775505
59,1.2880668869775505
60,1.2880668869775505
61,1.2880668869775505
62,1.2880668869775505
63,1.2880668869775505
64,1.2880668869775505
65,1.2880668869775505
66,1.2880668869775505
67,1.2880668869775505
68,1.2880668869775505
69,1.2880668869775505
70,1.2880668869775505
71,1.2880668869775505
72,1.2880668869775505
73,1.2880668869775505
74,1.2880668869775505
75,1.2880668869775505
76,1.2880668869775505
77,1.2880668869775505
78,1.2880668869775505
79,1.2880668869775505
80,1.2880668869775505
81,1.2880668869775505
82,1.2880668869775505
83,1.2880668869775505
84,1.2880668869775505
85,1.2880668869775505
86,1.2880668869775505
87,1.2880668869775505
88,1.2880668869775505
89,1.2880668869775505
90,1.2880668869775505
91,1.2880668869775505
92,1.2880668869775505
93,1.2880668869775505
94,1.2880668869775505
95,1.2880668869775505
96,1.2880668869775505
97,1.2880668869775505
98,1.2880668869775505
99,1.2880668869775505
100,1.2880668869775505
